product_id,product_detail_id,seller_id,id,rating_1,rating_2,rating_3,rating_4,rating_5
5868813,5868817,1,6,0,0,0,0,1
5868813,5868821,1,6,0,0,0,0,2
29931445,29931447,2350,114,0,1,1,7,22
29931445,29931449,2350,114,0,0,0,0,4
57809866,10605503,1,148,0,0,0,0,1
57809866,57809868,1,148,6,2,11,34,248
57809866,57809870,1,148,2,0,2,17,117
57809866,57814361,1,148,2,1,3,12,85
57809866,57839704,80348,148,0,0,1,1,6
57809866,57840827,80348,148,0,0,0,0,15
57809866,57900190,2198,148,0,0,0,0,2
57809866,58547900,63,148,0,0,0,0,4
57809866,58667010,63,148,1,0,0,1,4
57809866,58667044,63,148,0,0,0,2,4
57809866,58931951,80348,148,0,0,1,0,9
57809866,68350163,20704,148,0,0,0,3,13
57809866,69026072,20704,148,0,0,1,3,4
57809866,71141255,20704,148,0,1,0,1,4
57809866,77748304,162514,148,0,0,0,1,8
57809866,77748305,162514,148,0,0,1,0,2
57809866,77748306,162514,148,0,0,0,1,3
57809866,81694661,122357,148,0,0,0,0,1
57809866,82482066,122357,148,0,0,0,0,1
57809866,89625099,29952,148,0,0,3,1,20
57809866,89625100,29952,148,1,0,0,1,23
57809866,92484951,179232,148,0,0,0,1,8
57809866,92484953,179232,148,0,0,0,1,7
57809866,98331754,2198,148,0,0,0,2,4
57809866,117578394,29952,148,0,0,0,0,3
57809866,196161253,1,148,0,0,0,0,1
58065346,10605503,1,61,0,0,0,0,6
58065346,58065348,1,61,2,1,3,12,90
58065346,58065350,1,61,3,1,1,8,82
58065346,76475829,162061,61,0,0,0,0,2
58065346,110892866,179232,61,0,0,0,0,1
58065346,110892868,179232,61,1,0,0,1,6
59519631,59519675,80348,149,1,1,1,0,10
59519631,59519696,80348,149,0,0,0,0,4
59519631,66622846,80348,149,0,0,0,0,1
59519631,66622965,80348,149,0,0,0,2,33
59519631,68357328,20704,149,0,0,0,1,3
59519631,68427793,20704,149,0,0,0,0,2
59519631,71174937,1,149,0,0,0,3,17
59519631,71174970,1,149,0,0,0,1,13
59519631,71174975,1,149,0,1,1,3,12
59519631,77748243,162514,149,1,0,0,1,5
59519631,90960442,122357,149,0,0,0,1,4
59519631,90960443,122357,149,0,0,0,0,4
59519631,90960444,122357,149,0,0,0,1,3
59519631,92095948,34716,149,0,0,0,0,2
59519631,92484955,179232,149,0,0,0,0,3
59519631,93925216,63,149,0,0,0,0,3
62269749,62295461,1,87,1,1,2,1,26
62269749,62295462,1,87,0,0,2,0,3
62269749,62295463,1,87,2,0,1,4,32
62269749,63463383,77917,87,0,1,0,3,8
62269749,63463601,77917,87,0,0,0,0,2
62269749,63465870,77917,87,0,0,0,1,4
62269749,64061149,10016,87,0,1,0,3,14
62269749,68816966,10016,87,0,0,0,1,14
62269749,73256085,10016,87,0,1,0,0,5
62269749,94426107,20704,87,0,0,0,0,1
65492829,65492830,2350,57,0,0,0,0,5
67910637,10605503,1,132,0,0,0,0,1
67910637,67910639,1,132,6,6,10,75,412
67910637,67910641,1,132,6,0,1,13,126
67910637,67910645,1,132,32,8,26,162,1099
67910637,67910647,1,132,4,1,5,23,157
67910637,67910649,1,132,2,0,4,6,59
67910637,73239315,2198,132,0,2,3,2,16
67910637,73364940,2198,132,0,0,3,2,9
67910637,73575593,29952,132,0,0,0,4,11
67910637,73575594,29952,132,0,0,0,3,16
67910637,73575595,29952,132,0,0,0,1,17
67910637,73575596,29952,132,0,0,1,2,28
67910637,73575597,29952,132,2,0,2,13,40
67910637,73575598,29952,132,0,0,0,8,17
67910637,75951413,162514,132,0,0,0,0,5
67910637,75951414,162514,132,0,0,0,1,3
67910637,77042319,162061,132,1,0,0,4,41
67910637,77042320,162061,132,0,0,0,0,6
67910637,87960852,63,132,0,0,0,0,2
67910637,87961032,63,132,0,0,0,2,5
67910637,87961033,63,132,0,0,1,1,4
67910637,102397435,179232,132,0,0,0,0,8
67910637,102397436,179232,132,0,0,0,1,6
67910637,102397437,179232,132,0,0,0,1,7
67910637,102397438,179232,132,0,0,0,0,5
67910637,102397439,179232,132,0,0,0,1,3
67910637,108879016,179232,132,0,0,1,0,3
81027831,81027833,1,43,0,0,0,2,13
81027831,81027835,1,43,0,0,0,0,7
81034656,81034658,1,32,0,0,0,12,95
81034656,81034660,1,32,0,0,0,6,75
88100671,89646375,29952,77,0,0,1,2,45
88100671,89646376,29952,77,0,0,1,4,37
88100671,89646377,29952,77,0,0,0,2,18
88100671,89646378,29952,77,0,0,0,0,3
88100671,93722331,1,77,2,0,2,4,31
88100671,93722332,1,77,0,0,0,0,5
88100671,93722335,1,77,0,2,0,11,51
88100671,98334677,86805,77,0,0,0,0,1
88100671,100931425,162514,77,0,0,0,0,8
88100671,100931427,162514,77,1,0,0,0,2
88100671,100931430,162514,77,0,0,0,0,3
88100671,100931431,162514,77,0,0,0,2,1
88255880,88255888,1,40,0,0,0,5,62
88255880,88255893,1,40,1,0,1,1,39
88255880,196395548,1,40,0,0,0,1,6
89888994,89888996,1,85,0,0,0,3,41
89888994,89888998,1,85,2,0,0,6,32
89888994,146648972,179232,85,0,0,1,0,13
89888994,146648973,179232,85,1,0,0,3,18
93502532,93502534,63,20,0,0,0,1,7
93502532,93502536,63,20,0,0,0,1,2
93502532,105178256,162514,20,0,0,1,0,6
93502532,105191888,162514,20,0,0,0,0,2
93502532,138821862,179232,20,0,0,0,0,2
99376042,99376044,1,85,16,3,10,82,732
99376042,99376047,1,85,9,9,12,70,629
99376042,160203328,179232,85,1,0,0,4,11
99376042,160203329,179232,85,0,0,0,1,18
99862142,99862144,80348,136,0,0,0,0,2
99862142,99862146,80348,136,1,0,0,2,4
99862142,99862148,80348,136,1,0,0,2,8
99862142,107535103,122357,136,0,0,0,0,4
99862142,107535104,122357,136,1,0,0,0,9
99862142,107535105,122357,136,0,0,0,0,6
100993285,100993287,20704,40,0,0,0,0,1
101615454,101615456,122357,151,0,0,0,1,5
101615454,101615458,122357,151,0,0,0,1,1
101615454,101615460,122357,151,0,0,0,0,6
101615454,102653828,1,151,0,1,1,3,30
101615454,102653829,1,151,0,0,1,2,19
101615454,102653831,1,151,1,1,1,2,40
101615454,109079099,162514,151,0,0,0,0,2
101615454,109079101,162514,151,0,0,0,0,6
102077313,102077359,20704,77,0,0,0,0,5
102077313,102077370,20704,77,0,0,1,2,20
102077313,102077430,20704,77,1,0,0,0,3
102077313,102077524,20704,77,0,0,0,3,22
102077313,192032703,1,77,0,0,0,0,2
102077313,192032704,1,77,0,0,0,0,2
102077313,192032705,1,77,0,0,0,0,3
102565233,102565272,20704,151,0,1,0,3,14
102565233,102565284,20704,151,1,0,0,2,14
103046198,103046583,189668,108,2,1,7,16,188
103046198,103046587,189668,108,3,1,3,9,199
103046198,111885373,189668,108,0,0,0,0,1
103046198,111944676,80348,108,0,0,0,0,9
103046198,111944677,80348,108,1,0,2,3,14
103046198,168423771,189668,108,0,0,0,3,36
107348438,107348440,189668,108,0,0,1,2,24
107348438,107348442,189668,108,1,0,1,1,14
107348438,168461597,189668,108,0,0,0,1,14
108888161,108888163,63,19,1,0,0,2,2
108888161,108888165,63,19,0,0,0,0,1
108888574,108888576,63,17,0,0,1,0,7
108888574,108888578,63,17,1,0,0,0,4
108888574,108888580,63,17,0,0,0,1,4
112821872,112861601,29952,149,0,0,0,0,11
112821872,112861603,29952,149,0,0,0,0,5
112821872,112861605,29952,149,0,0,0,2,8
113569117,113569119,1,44,2,1,0,3,49
113569117,113569121,1,44,1,0,0,4,65
113569117,135639874,179232,44,0,0,0,0,3
113569117,135639875,179232,44,0,0,0,0,3
113569117,140613701,213861,44,0,0,0,1,1
113569117,140613715,213861,44,0,0,0,0,1
114766715,114766720,1,33,0,0,0,0,10
114766715,114766722,1,33,0,0,0,0,3
119421964,119421966,10016,72,0,1,0,1,6
119421964,119421968,10016,72,0,0,0,1,7
119421964,143362611,10016,72,0,0,0,1,0
119461456,119461458,1,127,0,0,1,4,76
119461456,119461460,1,127,0,0,0,3,76
119461456,132025083,162061,127,0,0,0,0,1
119461456,135636653,179232,127,0,0,0,0,2
119461456,145297367,172070,127,0,0,0,0,1
119464777,119464779,29952,19,0,0,0,4,20
119464777,119464781,29952,19,0,0,0,2,2
119464777,138826716,179232,19,0,0,0,2,8
119464777,138826717,179232,19,1,1,2,5,17
120295859,120295861,1,23,2,1,0,12,54
120295859,135545307,179232,23,1,0,0,3,7
120295859,135545308,179232,23,0,0,1,2,0
120450353,120450355,162514,72,0,0,0,2,21
120450353,120450357,162514,72,0,0,0,0,1
120450353,120450359,162514,72,1,0,0,4,19
120450353,120789769,29952,72,1,0,0,2,12
120450353,120789771,29952,72,0,0,0,2,8
120450353,126022663,1,72,1,0,0,5,60
120450353,126022664,1,72,2,1,1,7,41
120450353,126022665,1,72,0,1,0,0,12
121252535,178098955,1,63,0,0,0,0,7
121252535,178098960,1,63,0,0,0,1,7
121744434,121744436,29952,141,1,0,0,0,13
121744434,121744438,29952,141,0,0,0,0,3
121744434,121744440,29952,141,0,0,0,3,10
123345348,70766417,1,1,3,0,2,10,166
123345348,70766419,1,1,1,0,0,8,123
123345348,70766421,1,1,0,0,0,5,57
123345348,70766423,1,1,2,0,0,5,98
123345348,70766425,1,1,2,0,2,4,115
123345348,70766427,1,1,2,2,1,8,139
123345348,70766429,1,1,2,0,1,4,80
123345348,70766431,1,1,0,1,1,0,45
123345348,70766433,1,1,1,2,1,9,93
123345348,70766435,1,1,1,1,1,7,90
123345348,97736366,1,1,0,0,0,3,39
123345348,97750718,1,1,0,0,0,3,53
123561325,123561327,1,122,1,0,0,1,2
123565899,123565901,1,128,0,0,0,0,3
123565899,123565903,1,128,1,0,0,0,1
123565899,144230812,162061,128,0,0,0,0,1
124036010,124036012,162514,40,0,0,0,0,1
124036010,124036014,162514,40,0,0,0,0,1
124877310,124877312,20704,75,0,0,0,1,17
124877310,124877314,20704,75,1,0,0,0,5
124877310,124877316,20704,75,0,0,0,2,5
125590981,125590983,222120,23,0,0,0,1,20
125595055,125595057,222120,20,0,0,0,0,1
125600698,138574078,1,19,1,0,3,5,33
125600698,138828312,179232,19,0,0,0,2,8
125766378,125766380,20704,72,0,0,0,0,10
125766378,125766382,20704,72,0,0,0,0,13
125766378,147497230,162061,72,0,0,0,0,1
126050455,126050463,20704,20,0,0,0,0,1
126050455,126050465,20704,20,0,0,0,0,1
126050455,135538835,179232,20,0,0,0,0,3
126050455,135538846,179232,20,1,0,0,2,9
126051025,126051027,20704,20,0,0,0,2,5
126051025,126051029,20704,20,0,0,0,2,2
126219116,126219122,10016,81,0,0,0,0,2
126219116,144532607,77917,81,0,1,0,0,3
126219116,144532608,77917,81,0,0,0,0,1
126219116,144532609,77917,81,0,0,0,3,1
126219116,144532610,77917,81,0,0,0,1,1
126296983,126296985,222120,20,0,0,0,0,1
126296983,149310603,63,20,0,0,1,1,2
126682340,126682342,162514,141,0,0,0,1,10
126682340,126682344,162514,141,0,0,0,1,4
126682340,126682346,162514,141,0,0,0,0,8
126682340,145297373,172070,141,1,0,0,0,1
126682340,185821363,1,141,0,0,0,0,14
126682340,185821364,1,141,0,0,0,0,6
127058581,127058583,1,134,0,0,0,2,3
127076439,127076446,1,133,0,0,0,1,16
127372598,127372600,20704,72,0,0,0,3,7
127372598,127372603,20704,72,1,0,0,3,18
127372598,135605934,179232,72,0,0,0,0,3
127372598,135606038,179232,72,0,0,0,0,2
128446446,128451311,186025,58,0,0,0,0,1
128865871,128865873,20704,86,2,0,0,11,93
128865871,128865875,20704,86,1,0,1,10,84
128865871,128865877,20704,86,0,0,0,3,22
129868798,129868800,186025,58,0,0,0,0,2
130744724,130744726,1,125,0,1,0,0,24
130744724,130744728,1,125,0,0,0,1,16
130744724,150003410,53024,125,0,0,0,0,1
130744724,150761894,179232,125,0,1,0,0,0
130744724,150761895,179232,125,0,0,0,0,1
132068858,132068860,1,35,0,1,0,4,91
132068858,132068862,1,35,3,0,0,5,80
132068858,140614064,213861,35,0,0,0,0,2
132068858,140614066,213861,35,1,0,0,0,1
132068858,170371318,162061,35,0,0,0,0,1
132068858,179554821,1,35,2,0,0,1,32
132234204,132234212,77917,95,0,0,0,0,1
132234204,132234251,77917,95,0,0,0,0,1
132234204,132234264,77917,95,0,0,0,0,2
132234204,132234378,77917,95,0,0,0,0,1
132234204,139050879,1,95,0,1,0,0,1
132234204,139050880,1,95,0,0,0,1,3
132234204,139050881,1,95,0,0,0,0,1
132234204,139050883,1,95,0,0,0,2,10
133599948,133599977,189668,111,0,0,1,1,11
133599948,133600011,189668,111,0,0,0,0,16
133599948,135596523,179232,111,0,0,0,0,10
133599948,135596563,179232,111,0,0,0,1,7
133811136,133811138,29952,149,0,0,0,0,9
133811136,133811140,29952,149,0,0,0,0,1
133811136,143523968,29952,149,0,0,0,1,3
133811136,143523969,29952,149,0,0,0,0,7
133811136,150825981,172070,149,0,0,0,0,1
133811136,150825982,172070,149,0,0,0,0,1
133811136,189106428,1,149,0,0,0,1,6
133811136,189106429,1,149,1,0,0,3,12
135322157,135322159,29952,20,0,0,0,5,9
135322157,135322161,29952,20,0,0,0,0,5
135322157,138831200,179232,20,0,0,1,1,5
135322157,176059930,1,20,1,1,0,1,12
135332196,135332198,29952,20,0,0,0,0,6
135332196,135332200,29952,20,0,0,0,0,1
135332196,135511715,179232,20,0,0,1,0,4
135332196,135511716,179232,20,1,1,0,0,6
135332196,140621854,1,20,0,0,0,4,55
135332196,140621855,1,20,2,0,1,0,17
137153211,137153212,222120,21,0,0,0,0,1
137572223,137572225,29952,35,0,0,1,0,1
137572223,137572227,29952,35,0,0,0,0,1
137582801,137582803,29952,63,0,0,0,1,0
137582801,168518036,179232,63,1,0,0,0,0
137864049,137864050,2350,53,0,0,0,2,4
138305946,138569412,1,19,0,0,0,4,14
138305946,141648148,179232,19,0,0,0,0,1
138873172,138873176,162514,111,0,0,0,0,1
138873172,142245116,29952,111,0,0,0,0,4
138873172,142245118,29952,111,0,0,0,0,1
138873172,146988589,80348,111,0,0,0,0,2
140184098,140184100,29952,131,2,0,1,0,11
140184098,144192837,179232,131,2,0,0,3,3
140184098,144192839,179232,131,1,0,0,3,4
140221779,140221781,1,118,0,0,0,0,1
140221779,140221783,1,118,0,0,0,0,3
140309479,140309481,63,15,0,0,0,1,0
140309479,144629008,179232,15,0,0,1,0,1
140309479,144629009,179232,15,1,0,0,1,0
140309479,144629010,179232,15,0,0,1,0,3
140309479,150064780,53024,15,0,0,0,0,1
141133864,141133868,29952,32,0,0,0,0,1
141529940,144973947,162061,63,0,0,0,0,1
142028538,142028540,213861,41,0,0,0,2,6
142028538,142028542,213861,41,0,0,0,1,3
142545270,142545272,1,34,0,0,0,3,31
142545270,142545275,1,34,0,0,1,1,86
142545270,171350275,1,34,0,1,0,4,45
143358429,143358431,189668,107,0,0,0,1,15
143358429,143358433,189668,107,0,0,1,4,12
143359355,143359357,29952,110,0,0,1,0,3
143359355,143359359,29952,110,0,0,0,0,3
143359355,149334317,29952,110,0,0,0,0,1
143359355,149334319,29952,110,0,0,0,0,3
143850131,143850133,162514,118,0,0,0,0,3
143850131,143850135,162514,118,0,0,0,1,1
144870494,145275514,213861,34,0,0,0,0,1
145867907,145867908,245735,125,0,0,0,0,1
145907337,145907339,245735,128,0,0,0,0,1
145972424,145972426,162514,34,0,0,0,1,3
147058165,147058167,63,25,1,0,0,1,3
147058165,147058169,63,25,0,0,0,0,1
147969070,155338645,179232,13,1,0,0,3,4
147969070,155338646,179232,13,0,0,2,4,8
147969070,155338647,179232,13,1,0,1,1,5
149776401,171189045,179232,102,0,0,0,1,7
151463645,151463646,2350,9,0,0,0,1,0
151588148,151588150,1,130,0,0,0,0,2
151588148,151588152,1,130,0,0,0,1,3
151588148,171240883,1,130,0,0,0,0,3
152880374,160372524,179232,7,0,0,0,0,5
155833852,155833858,29952,16,0,0,0,0,1
156000562,156000566,29952,72,0,0,0,0,2
156000562,156000571,29952,72,0,0,0,0,2
158091991,158091993,1,117,0,0,0,1,1
158091991,158091995,1,117,0,0,0,0,2
158348723,158348727,29952,41,0,0,0,0,1
158461088,158461473,20704,35,0,0,0,0,2
158461088,189700515,20704,35,0,0,0,1,0
